;date;text;geo;mentions;hashtags;Unnamed: 5
1754;2013-01-02;@Mr_RetroJay yuuhhhh huuuhhhh!! I got on a jacket , a shirt, leggings, jeans , socks & Samoa;Lynchburg, VA;@Mr_RetroJay;;
1756;2013-01-02;@CJInDogHouse I know, right? Just loose the jeans & I'd be in heaven -) @lily_sinner @Big_Brad_Wolfe;;@CJInDogHouse @lily_sinner @Big_Brad_Wolfe;;
1757;2013-01-02;@ayitslindsay that's why I was scared too so I chose jeans;;@ayitslindsay;;
1758;2013-01-02;I hate jeans they're so restricting;Rapid City, SD;;;
1759;2013-01-02;@Adam_chem bloody hell, i hope you got them jeans two sizes bigger );Eden, England;@Adam_chem;;
1760;2013-01-02;Yeah I'm not planning on wearing jeans the rest of the winter. #scrubbin4lyfe;;;#scrubbin4lyfe;
1763;2013-01-02;I'm officially wearing the jeans that fit back in highschool. I cried when I put them on lol;;;;
1765;2013-01-02;Ripped jeans >>>;;;;
1766;2013-01-02;She came out them true religion jeans and fell straight to her knees like he was dipped in holy water;;;;
1772;2013-01-02;my jeans aren't really jeans , they're leggings that look like jeans . #howexciting;;;#howexciting;
1773;2013-01-02;blue jeans white shirt;;;;
1774;2013-01-02;#SingleBecause I don't wear air max's, shiny leggings or rolled up jeans , army print jackets & make up u can chisel.Sorry to disappoint guys;;;#SingleBecause;
1775;2013-01-02;Who wears jeans to a gym? #really;;;#really;
1776;2013-01-02;@ZeeZeeBlessed food haffi guh inna di jeans haffi get weh mumma need;;@ZeeZeeBlessed;;
1777;2013-01-02;I don't own a Victoria's Secret sweater, Uggs, Miss Me jeans , Vera Bradley purse or get spray tan. Guess I'm not the typical white girl lol.;;;;
1778;2013-01-02;Ah and some jeans haha;;;;
1782;2013-01-02;Tell me is there any more room for me In those jeans;;;;
1783;2013-01-02;Just realized that I may be wearing the same jeans as the gothic teen mom at the table next to us...devastating!;;;;
1784;2013-01-02;I've been wearing nothing but leggings this entire break. Not looking forward to jeans;;;;
1786;2013-01-02;I wish I could find some jeans that would fit me.;;;;
1788;2013-01-02;@jeans _hp AUHEUEHIJEIJAIJEIAJEUHAUEHUAHEA ê bonito............;;@jeans;;
1790;2013-01-02;I want colored jeans but i feel like I wouldn't be able to pull them off..;;;;
1793;2013-01-02;These jeans make my ass look smaller. Smh .;;;;
1795;2013-01-02;I'm just saying, if I put on jeans for you then it's safe to assume I think you're pretty special.;;;;
1797;2013-01-02;Don't wear skinny jeans cause my nutz don't fit!;;;;
1800;2013-01-02;I love sleeping in jeans and a t-shirt;;;;
1803;2013-01-02;Miss me jeans shopping;;;;
1804;2013-01-02;4 dollar jeans ?!?!?!? Sounds good!!! #SaleShopper;;;#SaleShopper;
1805;2013-01-02;@MalignSiren > could not be tamed from that point on. I tossed her jeans and panties to the floor in one heap and tersely fixed her legs >;;@MalignSiren;;
1806;2013-01-02;In those jeans !;;;;
1807;2013-01-02;Spray. On. Skinny. Jeans .;;;;
1808;2013-01-02;I need more jeans #WheresMorgan;;;#WheresMorgan;
1812;2013-01-02;I see why they call it miss me jeans . Shawty mean in dem jeans . ;;;;
1814;2013-01-02;I don't care what anyone says, wearing damp jeans is by far the most uncomfortable thing in the world;;;;
1815;2013-01-02;@Molliee_Owens because I have these blue jeans but they're like jeggings and I don't wanna get in trouble;;@Molliee_Owens;;
1817;2013-01-02;@girlunravelled Ugh, I'm so sorry! About the ankle and the jeans .;;@girlunravelled;;
1820;2013-01-02;Damn son. I forgot how good I looked in jeans !! #IFeelPretty .;Sturgis, MI;;#IFeelPretty;
1821;2013-01-02;Finding a pair of jeans that are to long>>>> #tallgirlprobs;;;#tallgirlprobs;
1822;2013-01-02;dat bitch suck me out my jeans all she know is gun!;;;;
1823;2013-01-02;@jameseking_6 what should we wear? Like trackies, shorts, jeans ?;;@jameseking_6;;
1825;2013-01-02;Got my boots, blue jeans , and the best flannel I have. Lets do it.;;;;
1826;2013-01-02;I really do be squatting when I put my jeans on;;;;
1828;2013-01-02;Ah wonder fo real tho if men who wear those very tight jeans don't have penis ^_-;;;;
1829;2013-01-02;My mom is wearing my favorite jeans .;;;;
1830;2013-01-02;Yes.. lol. im wearing a onesie RT @The_QueenB_ : @ayitslindsay hell naw girl I it on boots jeans and a north face lmao you wearing pajamas?;;@The_QueenB_ @ayitslindsay;;
1831;2013-01-02;Ed Sheeran worst dressed man? ARE YOU KIDDING ME JEANS AND A HOODIE IS THE BEST WAY TO GO;;;;
1833;2013-01-02;I love American eagle jeans more than literally anything. #DefinitionOfPerfection;;;#DefinitionOfPerfection;
1834;2013-01-02;girl you know i love the way you shake it in those jeans . bottoms up!;;;;
1836;2013-01-02;you lookin stout in them jeans . just dance bih dance * starts twerking *;;;;
1838;2013-01-02;I don't like them baggy jeans , but Imma like what's under them;;;;
1840;2013-01-02;I'm kinda obsessed and in Lovee with my new jeans I got today;;;;
1841;2013-01-02;When you tell yourself you're gonna save up for a new guitar, but end up buying 4 new pairs of skinny jeans . #brokennewyearsresolutions;;;#brokennewyearsresolutions;
1842;2013-01-02;shopping for jeans is so hard omg;;;;
1843;2013-01-02;@YOitzIvy seriously?? you get to go? thats so cool. As for the dress. wear jeans underneath and you can feel slightly normal. );;@YOitzIvy;;
1844;2013-01-02;@belleza_jay okay lol. Wedges and jeans !;;@belleza_jay;;
1845;2013-01-02;@jpinch724247 I ment bams crib downtown. Naw forreal tho I used to fuck wit him but dude rocks girl jeans c'mon now Ctfu he's wack bro;;@jpinch724247;;
1846;2013-01-02;lee's jeans were the first with box logos.;;;;
1848;2013-01-02;Just bought the perfect pair of jeans #joejeans #perfection;;;#joejeans #perfection;
1850;2013-01-02;I miss @jordanthom97 and it hurts me more than a fat kid trying to fit in skinny jeans;;@jordanthom97;;
1851;2013-01-02;Better get my jeans out... Since leggings and sweats are about the only thing I've worn this break.;;;;
1852;2013-01-02;“ @jessicakimm : When you can see a girls underwear through the holes of her jeans ... #Trashy ” #Hot #TurnOn;;@jessicakimm;#Trashy #Hot #TurnOn;
1853;2013-01-02;I just ripped my skinny jeans . I guess that's what happens when you wear nut crunchers;;;;
1854;2013-01-02;That awkward moment when the direct tv guy's phone starts ringing and his ringtone is Apple Bottom Jeans ! #classy;;;#classy;
1855;2013-01-02;Must get jeans tomorrow.;;;;
1856;2013-01-02;I need to buy Jeans :P I hate wasting my money on stupid jeans ahaa;;;;
1857;2013-01-02;tryin' to rock them ugly jeans jeans jeans;;;;
1858;2013-01-02;Got a new pair of raw jeans yesterday, and now I smell like indigo. Its the begining of an exciting new relationship!;;;;
1859;2013-01-02;@austinbrake ah. I would still be the one to show up in blue jeans and walk in looking like I just came off the streets. LOL;;@austinbrake;;
1862;2013-01-02;@janda_chris gave me headaches having hair that long, and as for the tight jeans;;@janda_chris;;
1863;2013-01-02;This here is Givenchy, 9 hunnid dollar jeans homie;;;;
1864;2013-01-02;.. i wanna be with you, from my skin tight jeans , to my lingerie ..;;;;
1865;2013-01-02;@nickvitt nick where do you get your jeans;;@nickvitt;;
1867;2013-01-02;Jeans <<< #hatethem #sonotcomfortable;;;#hatethem #sonotcomfortable;
1868;2013-01-02;Seen Some #LuckyBrand Jeans Today ,I Definitely Without Any Hesitation Be Purchasing A Pair Of Those Denims . . Jeans Are 2 Nice;;;#LuckyBrand;
1869;2013-01-02;New goalie gloves, new footy boots, 2 pairs of shoes, a new college bag, jeans , socks, lunch for 2, chinese for 1 and 170quid later. #owch;;;#owch;
1871;2013-01-02;Blue jeans ... White shirt... Walked into the room you know you made my eyes burn. It was like... James Dean... For sure.;;;;
1873;2013-01-02;I hate shopping for jeans #BigAssProblems;;;#BigAssProblems;
1876;2013-01-02;@AJFBrown an the snakeskin jeans ! I thought he had better taste! Designer or not they're shiteeeee;Knowsley, England;@AJFBrown;;
1877;2013-01-02;Kourtney look like she been running a 2k in skinny jeans with precious and Monique;;;;
1878;2013-01-02;She Said On Average Pair Of Jeans Cost $90 . Girl Where You Shopping Cause I Have NEVER Paid That Much For Pants;;;;
1879;2013-01-02; @imEROTIC : i just take off my jeans during sex , nothin else. hahaha. You're a virgin shutup.;;@imEROTIC;;
1880;2013-01-02;“ @hollieroberts : @MorganAmyClarke you still have to squeeze into them tight jeans xxxxxx”;;@hollieroberts @MorganAmyClarke;;
1881;2013-01-02;#iHateWhen the short jeans are on the highest shelf and the long jeans are on the lowest. #makesnosense #shortgirlproblems;;;#iHateWhen #makesnosense #shortgirlproblems;
1884;2013-01-02;@BenaeDarber man...I don't even remember the last time I wore jeans to school;;@BenaeDarber;;
1885;2013-01-02;My brother is wearing jeans .... #IsThisRealLife ?;;;#IsThisRealLife;
1886;2013-01-02;@1FenderStratFan My insulated L.L. Bean blue jeans are my most fav paints EVER!....;;@1FenderStratFan;;
1887;2013-01-02;I've finally found the jeans I want, thank god;;;;
1888;2013-01-02;@jimmyfallon #myweirdgymstory Once someone stole my jeans from the locker room. They left my shirt. Should I be thankful or offended?;;@jimmyfallon;#myweirdgymstory;
1889;2013-01-02;@95_somya @Demi_Hanna26 it was a fun nightt even though i had to sleep in very uncomfortable jeans next to 3 homar's;;@95_somya @Demi_Hanna26;;
1890;2013-01-02;Wearing jeans to work today idc;;;;
1891;2013-01-02;jeans for that back, lingerie for the sheets.;;;;
1892;2013-01-02;I've always been quite fond of ripped jeans ..;;;;
1893;2013-01-02;we were both wearing gray sweater, jeans , and blue vans.;;;;
1894;2013-01-02;Jeans cost 500 f*ck;;;;
1895;2013-01-02;Shoot another hole In my jeans -.-;;;;
1896;2013-01-02;@ayitslindsay hell naw girl I it on boots jeans and a north face lmao you wearing pajamas?;;@ayitslindsay;;
1897;2013-01-02;Freshly washed jeans suck ass #uncomfortable;;;#uncomfortable;
1899;2013-01-02;3 pairs of new jeans and some new eyeshadow! Alright.!;;;;
1900;2013-01-02;Fat people in skinny jeans is just not right, please no;;;;
1907;2013-01-02;I like dressing simply. Just chucking on a pair of jeans and a T-shirt, and if i want to go all agricultural, I'll throw on a gilet;;;;
1908;2013-01-02;when my mom wont wash my new jeans so i can wear them tomorrow. <;;;;
1909;2013-01-02;I will never understand why people like Miss Me jeans .;;;;
1911;2013-01-02;Fuck man I think I went up a size in jeans . #GetItTogether;;;#GetItTogether;
1912;2013-01-02;but on a brighter note, i got two new pairs of jeans , and a cute sinful shirt;;;;
1913;2013-01-02;@jessicabrunnx OMG BECAUSE I CAN GO ON WALKS WITHOUT HAVING TO WEAR JEANS I CAN PUT MY PHONE, IPOD, AND/OR MONEY IN!;;@jessicabrunnx;;
1914;2013-01-02;np : in those jeans x ginuwine >;;;;
1916;2013-01-02;Why is everyone happy when I wear jeans ??????!???;;;;
1917;2013-01-02;@Adam_chem hahaa i think its you who'll be needing the new jeans if thats what you think of the food );Eden, England;@Adam_chem;;
1918;2013-01-02;“@SaintFMusic: The perfect girl wears an airbrushed t-shirt, jeans with no back pockets, and old navy flip flops.” Oh HELL no.;;@SaintFMusic;;
1919;2013-01-02;#DontBeThatGuy that wears ripped jeans .;;;#DontBeThatGuy;
1920;2013-01-02;Think I'll just wear skinny jeans and my north face....;;;;
1921;2013-01-02;Skinny jeans are not comfortable. Yet I still wear them.;;;;
1922;2013-01-02;I am breakin out my colored jeans though;;;;
1923;2013-01-02;I only like Levi's aix nd converse jeans #Awk #newyorkstyle;;;#Awk #newyorkstyle;
1924;2013-01-02;@courtcoope are you wearing jeans ?;;@courtcoope;;
1925;2013-01-02;what are jeans Nike compression shorts are all I know;;;;
1926;2013-01-02;I feel like such an irrelevant white girl at my school like I've never own uggs or vs yoga pants id rather wear jeans and docs tbh;;;;
1929;2013-01-02;Im going 2wear my carmel rider boots with sme skinny jeans and a pumpkin orange button down sheer blouse with the back out. Leopard earrings;;;;
1930;2013-01-02;@kylie_thompson1 i did it and there were a bunch of pics of dudes in jeans ..;;@kylie_thompson1;;
1932;2013-01-02;"RFT"" @Icekold1545 : #SingleBecause Females nowadays fall for fags with hightops, snapbacks & skinny jeans ....""Word !!!";;@Icekold1545;#SingleBecause;
1934;2013-01-02;Wtf. I just bought all these jeans and now I'm a size smaller. #TheStruggggggle;;;#TheStruggggggle;
1935;2013-01-02;“ @cassidypietak : “ @sidneypeterson : What are jeans ?” what are pants” what are clothes?;;@cassidypietak @sidneypeterson;;
1941;2013-01-02;@peteforgets @musicloverchick @digg_dugg @joshkorin .. On Fridays we can wear jeans if you pay $1. Money goes to charity.;;@peteforgets @musicloverchick @digg_dugg @joshkorin;;
1942;2013-01-02;“ @_KingAlexa : I think these jeans give me a bit of cameltoe & its too late to change fml” nothing wrong with a phawt poose;;@_KingAlexa;;
1943;2013-01-02;Being tall only has 2 set backs. Jeans and boys are both of those are optional @TALL_Probz_;;@TALL_Probz_;;
1945;2013-01-02;I stained my new white jeans;;;;
1946;2013-01-02;Im so mad these people forgot to take off the ink thing of my jeans;;;;
1947;2013-01-02;@AfraidYoureNext: Today I used all of my Christmas money to buy a full wardrobe of skinny jeans . You did this to me.;;@AfraidYoureNext;;
1949;2013-01-02;i think this is a good thing. Maybe we'll get to wear jeans . - @NattyP17 on the CEO of her company leaving;;@NattyP17;;
1950;2013-01-02;I am so pissed right now I love those jeans;;;;
1951;2013-01-02;Skinny jeans or don't bother wearing jeans;;;;
1952;2013-01-02;You have to take the good with the bad. Fun day yesterday but my favorite jeans are ripped beyond repair :(;;;;
1954;2013-01-02;The fact that Taylor is surprised at the fact that I'm actually wearing jeans says something... Haha;;;;
1956;2013-01-02;just found a pair of jeans that are a size 1/2 those were the days.;;;;
1958;2013-01-02;BITCH U HAVE A KANGAGROO POUCH STOMACH & HAVE DA NERV TO WEAR WAIST HIGH JEANS ... HOE U SLOPPY!;;;;
1959;2013-01-02;Ain't nobody gonna wear freaking loose pants, if they ban skinny jeans and leggings.;;;;
1961;2013-01-02;@BabyMamacita650 yu don't get it? lol dress and hair and face and body and jeans etc.. I like that yareli;;@BabyMamacita650;;
1963;2013-01-02;@tcristina4 @tcristina4 lol you got a Johnny Manziel shirt?! From where!? What are you gonna wear to stay warm? I'm wearing jeans my boots;;@tcristina4 @tcristina4;;
1964;2013-01-02;@jeans _hp SCCcity;;@jeans;;
1965;2013-01-02;just realized I blew 100 dollars on 2013 stuff for a New Years party, and jeans .. #wow #ihaveaproblem;;;#wow #ihaveaproblem;
1967;2013-01-02;Dear tall Black girl at Walgreens on Lombard, I really appreciate your massive butt cleavage despite wearing normal jeans . UNF. Love, Rex;;;;
1968;2013-01-02;Grunge it up once in a while. Wear a wife beater and jeans with messy hair. #howtobeahotgirl;;;#howtobeahotgirl;
1969;2013-01-02;While wears their new christmas clothes to school for let's say...a week or two. I'm gonna be bummin it in hoodies and jeans .;;;;
1972;2013-01-02;@Jess_Foster3 what jeans doesn't pop off on wend? Wtf? #idontknowwhathashtagsdo;;@Jess_Foster3;#idontknowwhathashtagsdo;
1973;2013-01-02;Bout to go get me some new work jeans . And a face mask. #itscoldoutthere;;;#itscoldoutthere;
1974;2013-01-02;Miss me jeans are made for skinny bitches;;;;
1975;2013-01-02;@Dauntlesstraitr -I take your jeans off and kiss you back hard-;;@Dauntlesstraitr;;
1977;2013-01-02;Apple bottom jeans is on the radio. #icant;Texas, USA;;#icant;
1978;2013-01-02;APPLE BOTTOM JEANS BOOTS WITH THE FURRR THE WHOLE CLUB WAS LOOKIN AT HER.;;;;
1979;2013-01-02;@RykerMorgan Short hair for skinny jeans . What a combo. Any leads on interviews?;;@RykerMorgan;;
1980;2013-01-02;Tight jeans , booty always be looking big and bouncy;Hastings, England;;;
1981;2013-01-02;RT @AntJones_BYAKT2013Part 1: Medical studies show that skinny jeans cause nerve damage and blood circulation problems...;;@AntJones_BYAKT2013Part;;
1982;2013-01-02;RT @Chick_N_kicks2013Skinny jeans don't make you skinny. Try running.;;@Chick_N_kicks2013Skinny;;
1983;2013-01-02;RT @Siah_is_KING2013My lil bro wanna be like me... I wear skinny jeans -he does too I wear V-necks-he does too I get a bracelet-he wan...;;@Siah_is_KING2013My;;
1985;2013-01-02;RT @YoGabbaGabbiii2013Foreal tho Mexican guys shouldn't wear the skinny jeans , pointy boots or sparkly belt. That is a NO;;@YoGabbaGabbiii2013Foreal;;
1986;2013-01-02;Just watched a guy with elastic waist and ankled jeans get out of his car that was playing screamo, I could hear it with his windows up;;;;
